SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
RTNPOWER, EQ, 28-May-2021,3.55,3.7,3.7,3.4,3.4,3.4,3.54,24618268,871.05,9631,14137455,57.43
RUBYMILLS, EQ, 28-May-2021,204.4,202.1,245.25,202.1,245.25,243.8,234.24,785041,1838.86,17246,164886,21
RUCHI, EQ, 28-May-2021,1020.3,980,1071.3,975,1071.3,1071.3,1035.11,143399,1484.34,7245,70908,49.45
RUCHINFRA, BE, 28-May-2021,7.55,7.2,7.9,7.2,7.9,7.9,7.51,194460,14.61,331, -, -
RUCHIRA, EQ, 28-May-2021,68.15,68.45,68.7,67.05,67.3,67.45,67.78,24673,16.72,728,11468,46.48
RUPA, EQ, 28-May-2021,374.95,384.95,418.9,368,409.8,411.95,401.15,7109762,28520.94,134662,898233,12.63
RUSHIL, BE, 28-May-2021,264.8,273,273,253,254.5,259.45,257.09,33584,86.34,327, -, -
RVHL, EQ, 28-May-2021,22.6,23.7,23.7,21.5,21.6,21.65,22.32,227246,50.71,1007,160388,70.58
RVNL, EQ, 28-May-2021,29.6,29.65,29.8,28.65,29,28.9,29.14,4319903,1258.98,14782,2591613,59.99
S&SPOWER, EQ, 28-May-2021,19.85,20.75,20.8,19.75,20.4,19.85,19.9,1784,0.35,51,1595,89.41
SABEVENTS, BE, 28-May-2021,1.45,1.5,1.5,1.45,1.5,1.5,1.46,6356,0.09,19, -, -
SABTN, BE, 28-May-2021,1.7,1.7,1.75,1.7,1.75,1.75,1.71,135,0,3, -, -
SADBHAV, EQ, 28-May-2021,69.8,70.25,71,68.4,68.8,68.8,69.67,352264,245.42,3076,192263,54.58
SADBHIN, EQ, 28-May-2021,22.6,22.45,23,21.9,22,22,22.38,448540,100.37,1961,286619,63.9
SAFARI, EQ, 28-May-2021,606.95,612,620,603.05,609,615.9,611.69,3422,20.93,498,2143,62.62
SAGARDEEP, BE, 28-May-2021,43.4,45.4,45.4,41.25,43.25,41.9,43.24,46480,20.1,176, -, -
SAGCEM, EQ, 28-May-2021,894.75,915,915,870,874.8,872.5,883.71,25655,226.72,2136,16471,64.2
SAIL, EQ, 28-May-2021,122.25,126.5,126.8,120.25,120.95,120.9,123.46,66359161,81928.3,187355,14104141,21.25
SAKAR, EQ, 28-May-2021,134.65,138.25,141.3,133.55,135,135.15,137.86,65517,90.32,1115,44405,67.78
SAKHTISUG, BE, 28-May-2021,11.95,12,12.2,11.65,11.9,11.8,11.85,162319,19.23,406, -, -
SAKSOFT, EQ, 28-May-2021,481.55,481.45,489.95,470.1,475.5,472.9,482.7,60579,292.41,3395,41423,68.38
SAKUMA, EQ, 28-May-2021,7.05,7.1,7.15,6.65,6.75,6.75,6.86,705912,48.45,1035,464927,65.86
SALASAR, EQ, 28-May-2021,640.6,640.6,645,635,642.6,641.7,639.96,150151,960.91,3649,38167,25.42
SALONA, EQ, 28-May-2021,113,111.95,114.7,109.25,111.15,111.15,112.1,11655,13.07,212,6178,53.01
SALSTEEL, BE, 28-May-2021,4.4,4.6,4.6,4.25,4.6,4.6,4.56,51772,2.36,197, -, -
SALZERELEC, EQ, 28-May-2021,132.5,134.75,139.05,132.25,136.45,137.5,136.11,132554,180.42,4316,73940,55.78
SAMBHAAV, BE, 28-May-2021,2.65,2.75,2.75,2.6,2.6,2.65,2.63,31087,0.82,162, -, -
SANCO, EQ, 28-May-2021,8.65,8.8,8.8,8.65,8.65,8.65,8.71,42591,3.71,129,39045,91.67
SANDESH, EQ, 28-May-2021,804.05,805,818.35,767.05,771,773.45,795.43,6117,48.66,508,4379,71.59
SANDHAR, EQ, 28-May-2021,249.1,249,254.7,245,245,246.25,249.18,73438,182.99,4840,41428,56.41
SANGAMIND, EQ, 28-May-2021,97,96.95,98.75,94.45,97.65,97.15,97,30207,29.3,196,25519,84.48
SANGHIIND, EQ, 28-May-2021,49.65,49.65,49.9,48.25,48.7,48.55,48.83,671918,328.09,3506,440503,65.56
SANGHVIMOV, EQ, 28-May-2021,168.1,168,169.25,165,165,165.6,166.62,130729,217.82,2440,81727,62.52
SANGINITA, EQ, 28-May-2021,23.55,23.55,24,22.75,23.3,23.2,23.45,30872,7.24,169,27037,87.58
SANOFI, EQ, 28-May-2021,7748.85,7779,7779,7705,7718,7716.9,7723.66,7333,566.38,2210,4998,68.16
SANWARIA, BZ, 28-May-2021,0.75,0.75,0.75,0.7,0.7,0.7,0.71,3524575,24.85,844, -, -
SARDAEN, EQ, 28-May-2021,519.7,525.7,541.5,515.55,516.95,519.2,529.08,99566,526.78,3759,56815,57.06
SAREGAMA, EQ, 28-May-2021,2452.25,2474.8,2574.85,2452.25,2510,2498.05,2525.93,46108,1164.66,3049,31005,67.24
SARLAPOLY, EQ, 28-May-2021,36,36.5,36.8,34.4,35,34.9,35.71,272925,97.47,1891,187737,68.79
SARVESHWAR, SM, 28-May-2021,29.05,30.45,30.45,29.9,30.4,30.4,30.32,8000,2.43,5,6400,80
SASKEN, EQ, 28-May-2021,1001.05,1012,1018.7,970.75,980,978.6,994.52,27258,271.08,2526,13896,50.98
SASTASUNDR, EQ, 28-May-2021,191.8,190,193.9,186.25,188.25,188.85,188.42,57195,107.77,1507,35300,61.72
SATIA, EQ, 28-May-2021,85.4,84.9,86.8,83.6,84.1,84.1,84.98,60441,51.37,833,31343,51.86
SATIN, EQ, 28-May-2021,88.85,90,90,85.55,86.4,85.95,86.98,118293,102.89,1838,77988,65.93
SATINPP1, E1, 28-May-2021,60,60,60.5,59.35,60.5,60.5,60,1595,0.96,13,1595,100
SBICARD, EQ, 28-May-2021,1051,1067.5,1076,1042.2,1047,1047.2,1053.99,1327816,13995.08,65872,655872,49.39
SBIETFIT, EQ, 28-May-2021,273.3,273.3,274.98,271.1,272.44,273.35,273.07,1329,3.63,87,710,53.42
SBIETFPB, EQ, 28-May-2021,185.77,185.77,187.98,183.11,185,184.99,184.35,1017,1.87,57,851,83.68
SBIETFQLTY, EQ, 28-May-2021,133.31,133.31,134,131.55,133.56,133.18,132.84,5505,7.31,115,4969,90.26
SBILIFE, EQ, 28-May-2021,982.1,986,987,972,980,976.85,979.38,1137566,11141.1,32561,586218,51.53
SBIN, EQ, 28-May-2021,425.2,430.5,433.65,420.05,422,422.05,426.46,65137568,277786.84,423239,14625129,22.45
SCAPDVR, EQ, 28-May-2021,2.25,2.2,2.3,2.15,2.15,2.15,2.2,158014,3.47,119,137598,87.08
SCHAEFFLER, EQ, 28-May-2021,5211.35,5207,5318.75,5150,5290,5287.25,5276.56,35117,1852.97,3937,28676,81.66
SCHAND, EQ, 28-May-2021,102.55,102.65,104.45,98.25,99.5,98.75,100.02,113321,113.34,1503,69039,60.92
SCHNEIDER, EQ, 28-May-2021,125.75,126,132.65,121.1,131,130.2,127.67,2453820,3132.85,21568,747144,30.45
SCI, EQ, 28-May-2021,116.2,120,120.85,115.9,116.7,116.45,118.42,6157450,7291.59,35349,2149901,34.92
SDBL, EQ, 28-May-2021,48.7,48.95,50.2,47.55,48.25,47.85,48.72,348804,169.94,2023,197054,56.49
SEAMECLTD, EQ, 28-May-2021,489.95,493.15,537.5,491.05,507.35,513.7,521.96,259117,1352.48,13261,81745,31.55
SECL, SM, 28-May-2021,20.1,19.5,19.5,19.5,19.5,19.5,19.5,3000,0.59,1,3000,100
SECURCRED, SM, 28-May-2021,22.1,23.2,23.2,22.2,23.2,23.2,23.08,4800,1.11,8,4200,87.5
SECURKLOUD, EQ, 28-May-2021,81.45,82.45,83,80,81.45,81.75,80.99,67020,54.28,800,44504,66.4
SELAN, EQ, 28-May-2021,143.2,144.7,148.9,143,144,143.8,145.89,132240,192.93,3149,66741,50.47
SEPOWER, EQ, 28-May-2021,7.05,7.25,7.4,6.7,7.2,7.05,6.99,201075,14.06,410,125753,62.54
SEQUENT, EQ, 28-May-2021,277.2,277.95,279.45,269,270.6,269.95,272.69,596661,1627.06,9418,389030,65.2
SERVOTECH, SM, 28-May-2021,19.8,18.95,18.95,18.95,18.95,18.95,18.95,4000,0.76,1,4000,100
SESHAPAPER, EQ, 28-May-2021,176.1,176.4,177.45,171.15,174.75,174.25,174.12,133855,233.07,3601,69704,52.07
SETCO, EQ, 28-May-2021,23.2,23.5,23.95,22.05,22.05,22.05,22.71,391265,88.87,1244,312703,79.92
SETF10GILT, EQ, 28-May-2021,205.8,208,208,204.11,205.6,205.6,204.88,408,0.84,18,226,55.39
SETFGOLD, EQ, 28-May-2021,4333,4340,4340,4315,4326,4323.45,4322.15,5939,256.69,1045,3824,64.39
SETFNIF50, EQ, 28-May-2021,155.43,155.43,156.97,155.43,156.14,155.98,156,92393,144.14,1400,68043,73.65
SETFNIFBK, EQ, 28-May-2021,350.03,351,353,348.88,351.05,350.29,350.95,41555,145.84,878,22212,53.45
SETFNN50, EQ, 28-May-2021,387.47,389.99,389.99,385.51,387.5,386.88,386.89,7445,28.8,309,4617,62.01
SETUINFRA, EQ, 28-May-2021,1.1,1.15,1.15,1.1,1.15,1.15,1.14,688434,7.84,318,525945,76.4
SEYAIND, EQ, 28-May-2021,58.25,57.75,58.4,56.1,56.45,56.4,57.06,26258,14.98,634,19037,72.5
SFHL-RE, BE, 28-May-2021,13.6,14.45,14.45,13.25,14.05,13.85,13.69,264202,36.17,756, -, -
SFL, EQ, 28-May-2021,2089.25,2103.25,2175,2081.65,2108,2101.8,2117.3,76969,1629.67,11654,41091,53.39
SGBAPR28I, GB, 28-May-2021,4771.95,4770,4799.95,4770,4790,4790,4781.63,137,6.55,38,81,59.12
SGBAUG24, GB, 28-May-2021,4853,4870,4880,4838,4880,4880,4847.21,14,0.68,5,13,92.86
SGBAUG27, GB, 28-May-2021,4815,4771.8,4812.99,4736,4736,4749.14,4756.84,124,5.9,27,118,95.16
SGBAUG28V, GB, 28-May-2021,4826.66,4830,4864,4825,4855,4859.01,4838,1513,73.2,210,1417,93.65
SGBDC27VII, GB, 28-May-2021,4792.28,4847.99,4847.99,4810,4825,4825,4827.19,31,1.5,6,31,100
SGBDEC25, GB, 28-May-2021,4960,4960,4960,4959.99,4959.99,4959.99,4959.99,3,0.15,2,3,100
SGBDEC25XI, GB, 28-May-2021,4800,4850,4850,4850,4850,4850,4850,15,0.73,1,15,100
SGBDEC26, GB, 28-May-2021,4845,4845,4850,4845,4850,4850,4847.5,10,0.48,4,10,100
SGBFEB24, GB, 28-May-2021,4851,4875,4875,4809,4809,4810.46,4819.96,40,1.93,11,40,100
SGBFEB27, GB, 28-May-2021,4800,4863,4863,4849,4849,4849,4859.5,4,0.19,2,4,100
SGBFEB28IX, GB, 28-May-2021,4800,4800,4900,4780,4780,4780,4815,4,0.19,3,4,100
SGBFEB29XI, GB, 28-May-2021,4791.01,4776,4796.95,4770.05,4785,4785,4779.24,25,1.19,7,23,92
SGBJ28VIII, GB, 28-May-2021,4770,4765,4855,4765,4780,4780,4797,10,0.48,4,10,100
SGBJAN27, GB, 28-May-2021,4780.11,4847,4847,4847,4847,4847,4847,2,0.1,1,2,100
SGBJAN29IX, GB, 28-May-2021,4815.5,4825,4836.1,4786,4821,4821,4809.65,101,4.86,32,97,96.04
SGBJAN29X, GB, 28-May-2021,4796.01,4796.06,4809.1,4796.06,4806.07,4806.07,4802.33,59,2.83,12,59,100
SGBJUL25, GB, 28-May-2021,4860,4860,4860,4800,4800.01,4800.01,4813.75,8,0.39,4,8,100
SGBJUL27, GB, 28-May-2021,4891.96,4797,4797,4762,4795,4795,4793,18,0.86,6,17,94.44
SGBJUL28IV, GB, 28-May-2021,4801.86,4794,4804.5,4784,4799,4797.04,4789.83,571,27.35,94,534,93.52
SGBJUN28, GB, 28-May-2021,4831.3,4806,4813.95,4799.5,4801.55,4804.61,4804.05,190,9.13,32,161,84.74
SGBMAR24, GB, 28-May-2021,4888,4860,4860,4860,4860,4860,4860,1,0.05,1,1,100
SGBMAR25, GB, 28-May-2021,4813.04,4786,4839,4786,4800,4800,4811.8,30,1.44,15,24,80
SGBMAR28X, GB, 28-May-2021,4778.09,4778,4792,4770.01,4792,4792,4775.9,99,4.73,9,99,100
SGBMAY25, GB, 28-May-2021,4787.14,4800,4888,4800,4888,4888,4869.02,51,2.48,9,51,100
SGBMAY26, GB, 28-May-2021,4797,4797,4797,4755,4775,4775,4781,16,0.76,6,13,81.25
SGBMAY28, GB, 28-May-2021,4810.02,4769.4,4850,4721,4810,4808.45,4779.1,638,30.49,92,512,80.25
SGBMR29XII, GB, 28-May-2021,4781.98,4775,4800,4762.01,4789.99,4786.99,4778.98,276,13.19,51,255,92.39
SGBN28VIII, GB, 28-May-2021,4825.4,4824,4824,4780,4785.1,4796.11,4785.52,161,7.7,54,146,90.68
SGBNOV23, GB, 28-May-2021,4870.01,4876,4876,4837.5,4874,4874,4848.48,61,2.96,27,54,88.52
SGBNOV24, GB, 28-May-2021,4884.7,4910,4910,4825,4825,4825.1,4836.96,50,2.42,14,49,98
SGBNOV25, GB, 28-May-2021,4755,4756.01,4756.01,4756.01,4756.01,4756.01,4756.01,10,0.48,1,10,100
SGBNOV258, GB, 28-May-2021,4862,4849.9,4862,4849.9,4862,4862,4860.31,50,2.43,5,50,100
SGBNOV25VI, GB, 28-May-2021,4800,4800,4800,4800,4800,4800,4800,10,0.48,4,10,100
SGBNOV26, GB, 28-May-2021,4800,4800,4800,4790,4790,4790,4792.86,7,0.34,2,7,100
SGBOC28VII, GB, 28-May-2021,4794.71,4850,4870,4776,4780,4780,4805.69,142,6.82,44,114,80.28
SGBOCT25, GB, 28-May-2021,4819,4825,4825,4825,4825,4825,4825,100,4.83,4,100,100
SGBOCT25IV, GB, 28-May-2021,4861,4861,4861,4861,4861,4861,4861,1,0.05,1,1,100
SGBOCT25V, GB, 28-May-2021,4861.5,4762,4800,4745.01,4800,4800,4749.2,210,9.97,7,200,95.24
SGBOCT27VI, GB, 28-May-2021,4802,4800,4800,4770.1,4770.1,4770.1,4798.17,68,3.26,7,68,100
SGBSEP27, GB, 28-May-2021,4785,4800,4800,4780,4780,4780,4784.67,15,0.72,4,15,100
SGBSEP28VI, GB, 28-May-2021,4812.12,4820,4820,4766,4812.5,4803.2,4804.34,394,18.93,53,360,91.37
SGL, EQ, 28-May-2021,13.3,13.3,14.4,12.25,13.7,13.6,13.44,203258,27.33,1038,94238,46.36
SHAKTIPUMP, EQ, 28-May-2021,750.85,753,760.4,735.9,750,749.8,747.74,384575,2875.63,21825,105875,27.53
SHALBY, EQ, 28-May-2021,167.2,168.1,180.9,167.5,171.55,172.05,175.09,2196434,3845.76,24165,673366,30.66
SHALPAINTS, EQ, 28-May-2021,111.7,111.7,118.8,111.7,117,117.15,115.86,1409714,1633.23,15945,682335,48.4
SHANKARA, EQ, 28-May-2021,441.45,441.5,455.8,434.95,436.6,436.8,443.8,129661,575.43,7102,41729,32.18
SHANTIGEAR, EQ, 28-May-2021,154.25,156.1,162.45,152,156.45,157.05,159.14,426565,678.85,8265,114934,26.94
SHARDACROP, EQ, 28-May-2021,352.9,355,358.7,341.5,342.95,343,348.13,287140,999.63,9699,145206,50.57
SHARDAMOTR, EQ, 28-May-2021,425.1,422.15,428.1,418,418.8,420.4,421.88,46020,194.15,3264,24622,53.5
SHAREINDIA, EQ, 28-May-2021,508.05,513.4,517.85,495,499.1,501.55,506.47,56826,287.81,1887,38744,68.18
SHARIABEES, EQ, 28-May-2021,383,388.2,453.2,380.95,382.59,382.44,386.32,831,3.21,66,495,59.57
SHEMAROO, EQ, 28-May-2021,152.45,146.1,164.15,143.5,148.75,152.25,153.71,839351,1290.15,12355,216469,25.79
SHIL, EQ, 28-May-2021,328.9,334,335,318.8,326,324.35,327.98,121189,397.47,3902,72592,59.9
SHILPAMED, EQ, 28-May-2021,516.05,521.7,529.5,513,516.4,515.85,518.32,478608,2480.71,12641,167181,34.93
SHIVAMAUTO, EQ, 28-May-2021,26.9,26.9,26.9,25.6,25.6,25.6,25.87,227358,58.81,1010,169779,74.67
SHIVAMILLS, EQ, 28-May-2021,59.85,62.5,62.8,60.05,62.7,62.55,62.68,116681,73.14,508,108416,92.92
SHIVATEX, EQ, 28-May-2021,187.8,185.65,203,185.6,190.65,190.1,195.85,63472,124.31,1893,21068,33.19
SHK, EQ, 28-May-2021,158.95,166,168,160.5,161.05,161.5,164.58,1544922,2542.64,20051,737031,47.71
SHOPERSTOP, EQ, 28-May-2021,221.8,223.75,224.4,218,222,219.95,221.57,181930,403.1,4303,80501,44.25
SHRADHA, EQ, 28-May-2021,47.4,47.1,49.5,45.25,45.25,45.45,46.16,1342,0.62,71,1066,79.43
SHREDIGCEM, EQ, 28-May-2021,77.5,78,78.2,76.05,76.7,76.3,76.82,399029,306.53,3392,218555,54.77
SHREECEM, EQ, 28-May-2021,28066.05,28109,28240,27540.6,27599,27655.1,27901.78,50372,14054.68,14152,12843,25.5
SHREEPUSHK, EQ, 28-May-2021,196.5,199.6,203.7,187.1,191.5,191.4,194.58,156934,305.36,7890,68240,43.48
SHREERAMA, EQ, 28-May-2021,17,17.5,18.7,16.25,16.75,16.5,17.25,480228,82.84,1454,296725,61.79
SHRENIK, BE, 28-May-2021,2.8,2.85,2.9,2.7,2.7,2.7,2.79,1709701,47.72,1207, -, -
SHREYANIND, EQ, 28-May-2021,95.05,96.7,103.85,93.8,100.75,101.05,100.24,494339,495.54,5748,212243,42.93
SHREYAS, EQ, 28-May-2021,140.45,148,166.95,143.3,158.25,160.05,155.46,1775242,2759.74,27373,467468,26.33
SHRIPISTON, BE, 28-May-2021,782.25,786,799,770.1,780,781.45,782.45,304,2.38,29, -, -
SHRIRAMCIT, EQ, 28-May-2021,1730.05,1734,1740.6,1702,1720,1720.1,1718.42,40781,700.79,7697,24965,61.22
SHRIRAMEPC, EQ, 28-May-2021,5.3,5.5,5.55,5.05,5.3,5.3,5.34,7622150,406.67,5880,5135213,67.37
SHUBHLAXMI, SM, 28-May-2021,14,14,14,14,14,14,14,1000,0.14,1,1000,100
SHYAMCENT, EQ, 28-May-2021,8.15,8.25,8.4,8.05,8.15,8.1,8.17,126191,10.32,458,88799,70.37
SICAGEN, BE, 28-May-2021,22.95,24.05,24.05,23.2,24.05,23.8,23.88,214172,51.15,767, -, -
SICAL, EQ, 28-May-2021,13.1,13.55,13.75,13.2,13.75,13.75,13.67,1410741,192.81,1632,918408,65.1
SIEMENS, EQ, 28-May-2021,2043.7,2060,2074.95,2023.8,2039.2,2037.2,2048.67,323962,6636.92,18308,57918,17.88
SIGIND, EQ, 28-May-2021,43.1,43.85,46,41.85,44.5,44.5,44.1,230671,101.72,1809,95230,41.28
SIGMA, SM, 28-May-2021,73.1,80.4,80.4,80.4,80.4,80.4,80.4,3000,2.41,1,3000,100
SIL, BE, 28-May-2021,16.7,16.7,17.35,16.4,16.85,16.45,16.77,16509,2.77,61, -, -
SILGO, EQ, 28-May-2021,43.4,44.45,44.45,42.3,43.45,42.95,43.36,17047,7.39,308,10729,62.94
SILINV, EQ, 28-May-2021,239.2,232.5,239.2,232.5,234.5,235.2,234.52,4666,10.94,224,3229,69.2
SILLYMONKS, BE, 28-May-2021,24.8,24.9,25.9,23.6,25.2,25.2,24.33,8873,2.16,44, -, -
SIMBHALS, BE, 28-May-2021,13.25,13.65,13.9,13.25,13.9,13.9,13.9,62246,8.65,86, -, -
SIMPLEXINF, EQ, 28-May-2021,34.45,36.8,37.45,33,34,33.6,35.05,697145,244.34,3488,418495,60.03
SINTERCOM, EQ, 28-May-2021,77.5,78.45,78.95,75.1,76.1,75.7,77.52,4900,3.8,75,3905,79.69
SINTEX, EQ, 28-May-2021,3.75,3.8,3.85,3.65,3.75,3.7,3.75,4421753,165.87,5087,2599141,58.78
SIRCA, EQ, 28-May-2021,367.75,371.2,384,365,373.8,377.55,375.59,73884,277.5,1137,43797,59.28
SIS, EQ, 28-May-2021,404.9,408.05,437.95,408.05,436,433.95,429.29,1640058,7040.64,39462,616851,37.61
SITINET, BE, 28-May-2021,1.25,1.3,1.3,1.3,1.3,1.3,1.3,2168130,28.19,421, -, -
SIYSIL, EQ, 28-May-2021,273.35,292,298.4,280.65,283,282.85,287.11,535005,1536.06,14897,205605,38.43
SJVN, EQ, 28-May-2021,27.15,27.35,27.45,27,27.05,27,27.16,1866202,506.84,4131,666846,35.73
SKFINDIA, EQ, 28-May-2021,2382.2,2372.7,2372.7,2331.1,2350,2353.7,2345.93,43377,1017.59,7541,27955,64.45
SKIL, EQ, 28-May-2021,2.85,2.95,2.95,2.8,2.95,2.95,2.94,480263,14.1,233,292070,60.81
SKIPPER, EQ, 28-May-2021,61,60.95,62.8,59.9,61.2,61.4,61.37,552574,339.1,6609,366174,66.27
SKMEGGPROD, EQ, 28-May-2021,62.95,61.65,70,61.65,67,66.9,67.47,1314930,887.17,11794,356072,27.08
SMARTLINK, EQ, 28-May-2021,95.45,97,97.1,93.65,93.65,93.95,95.36,13419,12.8,395,8484,63.22
SMCGLOBAL, EQ, 28-May-2021,68.95,69.85,69.9,65.8,67.55,67.25,67.11,692670,464.82,2587,364784,52.66
SMLISUZU, EQ, 28-May-2021,458.9,464.9,464.9,453,456,455.15,458.23,31635,144.96,1762,19109,60.4
SMPL, BZ, 28-May-2021,0.2,0.15,0.25,0.15,0.25,0.25,0.24,174693,0.42,28, -, -
SMSLIFE, EQ, 28-May-2021,592.85,599,599.95,591.3,593.05,593.65,593.98,2626,15.6,207,1747,66.53
SMSPHARMA, EQ, 28-May-2021,167.6,168.9,171,162.8,165,165.05,166.53,262442,437.05,6396,141367,53.87
SMVD, SM, 28-May-2021,16.15,15.35,15.35,15.35,15.35,15.35,15.35,2000,0.31,1,2000,100
SNOWMAN, EQ, 28-May-2021,55.8,56,56.6,53.2,53.5,53.45,54.54,4396652,2397.86,17076,2111103,48.02
SOBHA, EQ, 28-May-2021,474.4,478.15,481.4,472.85,477,474.95,476.88,114876,547.82,3638,45263,39.4
SOLARA, EQ, 28-May-2021,1802.05,1805.1,1839,1755,1770,1766.55,1790.6,57212,1024.44,6735,27150,47.46
SOLARINDS, EQ, 28-May-2021,1337.45,1420,1445.55,1365,1411,1404.75,1406.26,338128,4754.94,25159,79413,23.49
SOLEX, SM, 28-May-2021,54.45,51.85,52,51.85,52,52,51.97,10000,5.2,5,8000,80
SOMANYCERA, EQ, 28-May-2021,467.4,464,474.1,458.7,469,465.45,465.43,40875,190.24,3422,25944,63.47
SOMATEX, EQ, 28-May-2021,6,5.85,6.1,5.7,5.8,5.85,5.85,17872,1.04,37,11474,64.2
SOMICONVEY, EQ, 28-May-2021,48.35,49.75,49.75,47.2,48.7,47.85,48.07,13061,6.28,225,9184,70.32
SONAHISONA, SM, 28-May-2021,10.6,11,11,11,11,11,11,20000,2.2,1,20000,100
SONAMCLOCK, SM, 28-May-2021,60,63,63,60,61,61,61.33,9000,5.52,3,0,0
SONATSOFTW, EQ, 28-May-2021,689.9,696.05,699,662.3,681.1,673.2,688.63,783025,5392.13,38548,438958,56.06
SORILINFRA, EQ, 28-May-2021,144.9,145,159.35,145,159.35,159.35,157.46,463511,729.84,6386,204184,44.05
SOTL, EQ, 28-May-2021,1138.25,1146.95,1156.9,1121.95,1122,1126.35,1136.64,32653,371.15,2985,18001,55.13
SOUTHBANK, EQ, 28-May-2021,10.55,10.6,10.6,10.25,10.3,10.3,10.37,18284699,1896.12,48234,9903467,54.16
SOUTHWEST, EQ, 28-May-2021,37.05,37.5,37.75,36.95,36.95,37.15,37.17,59938,22.28,182,53906,89.94
SPAL, EQ, 28-May-2021,200.6,203.95,205.15,199.1,203,202.25,202.24,45768,92.56,1321,26428,57.74
SPANDANA, EQ, 28-May-2021,589.35,594,598,571.1,580,577.35,580.47,131525,763.47,7415,96422,73.31
SPARC, EQ, 28-May-2021,231.45,232,232.45,222.6,225,223.7,225.89,1206430,2725.24,18328,464675,38.52
SPECIALITY, EQ, 28-May-2021,54.6,54.1,54.9,51.55,52,52.05,53.08,206377,109.54,2002,125321,60.72
SPECTRUM, SM, 28-May-2021,60,58.5,58.5,58.5,58.5,58.5,58.5,2000,1.17,1,2000,100
SPENCERS, EQ, 28-May-2021,75.4,75.9,76,73.4,73.75,73.6,74.44,266438,198.35,3015,161070,60.45
SPENTEX, BZ, 28-May-2021,0.9,0.95,0.95,0.85,0.9,0.9,0.87,15627,0.14,31, -, -
SPIC, EQ, 28-May-2021,49.05,49.65,49.65,45.6,46.6,46.35,47.45,2468824,1171.51,11249,1313731,53.21
SPICEJET, EQ, 28-May-2021,78.65,78.7,80.75,78.5,79.35,79.2,79.42,5011495,3980.33,28798,1674212,33.41
SPLIL, EQ, 28-May-2021,44.8,45.65,46.4,43.2,44,43.95,44.92,75408,33.88,1323,43482,57.66
SPMLINFRA, BE, 28-May-2021,11.95,12.4,12.4,11.5,11.8,11.7,11.74,52261,6.14,123, -, -
SPTL, EQ, 28-May-2021,4.1,4.1,4.2,4,4.05,4,4.05,1691227,68.49,1301,1158616,68.51
SREEL, EQ, 28-May-2021,168.9,170,172.85,163.25,168,166.9,166.66,10487,17.48,381,6687,63.76
SREIBNPNCD, NL, 28-May-2021,420,420,420,420,420,420,420,22,0.09,1,22,100
SREIBNPNCD, NP, 28-May-2021,370,375,375,375,375,375,375,10,0.04,1,10,100
SREIBNPNCD, NZ, 28-May-2021,608.48,699.99,699.99,695,695,697.49,697.5,2,0.01,2,2,100
SREIBNPNCD, Y1, 28-May-2021,430,375,375,375,375,375,375,10,0.04,1,10,100
SREIBNPNCD, Y2, 28-May-2021,345,414,414,414,414,414,414,4,0.02,2,4,100
SREINFRA, EQ, 28-May-2021,7.15,7.25,7.35,7.05,7.3,7.25,7.22,2782355,200.89,1845,1295670,46.57
SRF, EQ, 28-May-2021,6499.4,6499.4,6589,6471.05,6501.15,6515.5,6516.16,106422,6934.63,12962,34070,32.01
SRHHYPOLTD, EQ, 28-May-2021,307.55,309.55,313.4,297.15,300.8,300,302.21,24922,75.32,1369,14687,58.93
SRIPIPES, EQ, 28-May-2021,189.2,189.25,190.65,187.65,189.6,188.65,188.85,51970,98.15,1496,27579,53.07
SRPL, BE, 28-May-2021,30.25,30.95,30.95,29.9,29.95,29.95,29.97,330,0.1,10, -, -
SRTRANSFIN, EQ, 28-May-2021,1441.45,1447.45,1514.4,1446,1459.9,1455.05,1482.42,3404190,50464.38,94723,644304,18.93
SRTRANSFIN, YB, 28-May-2021,1007.7,1009,1009,1009,1009,1009,1009,50,0.5,2,50,100
SRTRANSFIN, YH, 28-May-2021,1026,1020,1026,1020,1026,1026,1023.52,125,1.28,7,125,100
SRTRANSFIN, YI, 28-May-2021,1060,1069,1069,1064.85,1064.85,1064.85,1066.93,4,0.04,2,2,50
SRTRANSFIN, YJ, 28-May-2021,1078,1079.75,1080.5,1079.75,1080.5,1080.44,1080.08,950,10.26,10,950,100
SRTRANSFIN, YK, 28-May-2021,1096,1095,1098,1095,1098,1097.95,1097.9,50,0.55,3,50,100
SRTRANSFIN, YL, 28-May-2021,1109,1109,1109,1103,1103,1103,1106,20,0.22,2,20,100
SRTRANSFIN, YP, 28-May-2021,1029,1029,1029,976,1024,1024,1019.63,205,2.09,6,200,97.56
SRTRANSFIN, YQ, 28-May-2021,1070,1055,1055.01,1053,1053,1053,1054.32,829,8.74,11,829,100
SRTRANSFIN, YR, 28-May-2021,1074.16,1074.4,1074.44,1074.4,1074.4,1074.4,1074.41,46,0.49,4,46,100
SRTRANSFIN, YV, 28-May-2021,1029.9,1030,1030,1030,1030,1030,1030,25,0.26,1,25,100
SRTRANSFIN, YX, 28-May-2021,1031.1,1040,1040,1033.53,1033.53,1033.53,1034.39,75,0.78,2,75,100
